ID,LanguageName,Language,Latitude,Longitude,Family,Parameter,Segments,SegmentsB,Value
2320,Abkhaz,abkh1244,43.06,41.16,Abkhaz-Adyge,BITTER+SOUR,"ɑ ʂ ɑ","ɑ tsʼ ə tsʼ ə ɨ",0
2321,Abkhaz,abkh1244,43.06,41.16,Abkhaz-Adyge,BITTER+SWEET,"ɑ ʂ ɑ","ɑ z l ɑ",0
2322,Abkhaz,abkh1244,43.06,41.16,Abkhaz-Adyge,SOUR+SWEET,"ɑ tsʼ ə tsʼ ə ɨ","ɑ z l ɑ",0
2352,Abui,abui1241,-8.31058,124.588,Timor-Alor-Pantar,BITTER+SALTY,"m a k a l i","a l e s i ŋ",0
2353,Abui,abui1241,-8.31058,124.588,Timor-Alor-Pantar,BITTER+SOUR,"m a k a l i","a l e s i ŋ",0
2354,Abui,abui1241,-8.31058,124.588,Timor-Alor-Pantar,BITTER+SWEET,"m a k a l i","r a l o ŋ",0
2356,Abui,abui1241,-8.31058,124.588,Timor-Alor-Pantar,SALTY+SOUR,"a l e s i ŋ","a l e s i ŋ",1
2357,Abui,abui1241,-8.31058,124.588,Timor-Alor-Pantar,SALTY+SWEET,"a l e s i ŋ","r a l o ŋ",0
2355,Abui,abui1241,-8.31058,124.588,Timor-Alor-Pantar,SOUR+SWEET,"a l e s i ŋ","r a l o ŋ",0
867,Abun,abun1252,-0.57073,132.416,,BITTER+SALTY,"n d o","b o k",0
1938,"Achang (Longchuan)",acha1249,24.466605,97.89503,Sino-Tibetan,BITTER+SALTY,"x ɔ ³¹","x ɔ ³¹",1
1939,"Achang (Longchuan)",acha1249,24.466605,97.89503,Sino-Tibetan,BITTER+SOUR,"x ɔ ³¹","m ʐ ə k ⁵⁵",0
1940,"Achang (Longchuan)",acha1249,24.466605,97.89503,Sino-Tibetan,BITTER+SWEET,"x ɔ ³¹","w a i ³¹",0
1941,"Achang (Longchuan)",acha1249,24.466605,97.89503,Sino-Tibetan,SALTY+SOUR,"x ɔ ³¹","m ʐ ə k ⁵⁵",0
1942,"Achang (Longchuan)",acha1249,24.466605,97.89503,Sino-Tibetan,SALTY+SWEET,"x ɔ ³¹","w a i ³¹",0
1937,"Achang (Longchuan)",acha1249,24.466605,97.89503,Sino-Tibetan,SOUR+SWEET,"m ʐ ə k ⁵⁵","w a i ³¹",0
868,Achumawi,achu1247,41.0979,-121.191,Palaihnihan,BITTER+SALTY,"dʒ u m i j o̞ː s i","t iː s",0
869,Achumawi,achu1247,41.0979,-121.191,Palaihnihan,BITTER+SOUR,"dʒ u m i j o̞ː s i","i dʒ a j ʔ i",0
870,Achumawi,achu1247,41.0979,-121.191,Palaihnihan,BITTER+SWEET,"dʒ u m i j o̞ː s i","t u s i t u s i",0
871,Achumawi,achu1247,41.0979,-121.191,Palaihnihan,SALTY+SOUR,"t iː s","i dʒ a j ʔ i",0
872,Achumawi,achu1247,41.0979,-121.191,Palaihnihan,SALTY+SWEET,"t iː s","t u s i t u s i",0
873,Achumawi,achu1247,41.0979,-121.191,Palaihnihan,SOUR+SWEET,"i dʒ a j ʔ i","t u s i t u s i",0
2383,Adang,adan1251,-8.18958,124.448,Timor-Alor-Pantar,BITTER+SWEET,"m a ʔ a l a ʔ","d ɛ l ɛ w ɛ ŋ",0
2384,Adang,adan1251,-8.18958,124.448,Timor-Alor-Pantar,BITTER+SWEET,"m a ʔ a l a ʔ","m a n ɛ m ɛ ʔ",0
874,Adyghe,adyg1241,44.65,40.0,Abkhaz-Adyge,BITTER+SOUR,"d ə dʒ ə","x aː f a",0
875,Adyghe,adyg1241,44.65,40.0,Abkhaz-Adyge,BITTER+SWEET,"d ə dʒ ə","a ʃʼʷ",0
876,Adyghe,adyg1241,44.65,40.0,Abkhaz-Adyge,SOUR+SWEET,"x aː f a","a ʃʼʷ",0
877,Aguaruna,agua1253,-5.30044,-77.9218,Chicham,BITTER+SALTY,"j a p a u","j a p a k u",0
878,Aguaruna,agua1253,-5.30044,-77.9218,Chicham,BITTER+SOUR,"j a p a u","tʃ u h u i n",0
879,Aguaruna,agua1253,-5.30044,-77.9218,Chicham,BITTER+SWEET,"j a p a u","j u m i n ts a k",0
880,Aguaruna,agua1253,-5.30044,-77.9218,Chicham,SALTY+SOUR,"j a p a k u","tʃ u h u i n",0
881,Aguaruna,agua1253,-5.30044,-77.9218,Chicham,SALTY+SWEET,"j a p a k u","j u m i n ts a k",0
882,Aguaruna,agua1253,-5.30044,-77.9218,Chicham,SOUR+SWEET,"tʃ u h u i n","j u m i n ts a k",0
883,Ahtena,ahte1237,61.7068,-144.889,Athabaskan-Eyak-Tlingit,BITTER+SALTY,"tsʼ iː tsʰ ʔ","n a tʰ u ʔ",0
884,Ahtena,ahte1237,61.7068,-144.889,Athabaskan-Eyak-Tlingit,BITTER+SWEET,"tsʼ iː tsʰ ʔ","n e̞ s",0
885,Ahtena,ahte1237,61.7068,-144.889,Athabaskan-Eyak-Tlingit,SALTY+SWEET,"n a tʰ u ʔ","n e̞ s",0
886,"Hokkaido Ainu",ainu1240,43.63,142.46,Ainu,BITTER+SOUR,"s i u","s u kː a k e",0
887,"Hokkaido Ainu",ainu1240,43.63,142.46,Ainu,BITTER+SWEET,"s i u","t o p e n",0
888,"Hokkaido Ainu",ainu1240,43.63,142.46,Ainu,SOUR+SWEET,"s u kː a k e","t o p e n",0
889,Alabama,alab1237,30.76738,-94.62848,Muskogean,BITTER+SALTY,"h o m i","h a p i",0
890,Alabama,alab1237,30.76738,-94.62848,Muskogean,BITTER+SOUR,"h o m i","k a s k a h a",0
891,Alabama,alab1237,30.76738,-94.62848,Muskogean,BITTER+SWEET,"h o m i","tʃ a m p oː l i",0
892,Alabama,alab1237,30.76738,-94.62848,Muskogean,SALTY+SOUR,"h a p i","k a s k a h a",0
893,Alabama,alab1237,30.76738,-94.62848,Muskogean,SALTY+SWEET,"h a p i","tʃ a m p oː l i",0
894,Alabama,alab1237,30.76738,-94.62848,Muskogean,SOUR+SWEET,"k a s k a h a","tʃ a m p oː l i",0
2469,Alak,alak1253,15.5565,106.597,Austroasiatic,BITTER+SOUR,"ʔ j a ŋ","ʔ a cʼ u a ʔ",0
2470,Alak,alak1253,15.5565,106.597,Austroasiatic,BITTER+SWEET,"ʔ j a ŋ","ŋ aː m",0
2471,Alak,alak1253,15.5565,106.597,Austroasiatic,SOUR+SWEET,"ʔ a cʼ u a ʔ","ŋ aː m",0
895,Alawa,alaw1244,-15.5458,134.282,Mangarrayi-Maran,BITTER+SALTY,"m b a l g ɪ n","m a ɭ ɯ̞ r ɯ̞ l ɯ̞ r ɯ̞",0
896,Alawa,alaw1244,-15.5458,134.282,Mangarrayi-Maran,BITTER+SOUR,"m b a l g ɪ n","a j ɯ̞",0
897,Alawa,alaw1244,-15.5458,134.282,Mangarrayi-Maran,BITTER+SWEET,"m b a l g ɪ n","n j a r b a n j a r b a",0
898,Alawa,alaw1244,-15.5458,134.282,Mangarrayi-Maran,SALTY+SOUR,"m a ɭ ɯ̞ r ɯ̞ l ɯ̞ r ɯ̞","a j ɯ̞",0
899,Alawa,alaw1244,-15.5458,134.282,Mangarrayi-Maran,SALTY+SWEET,"m a ɭ ɯ̞ r ɯ̞ l ɯ̞ r ɯ̞","n j a r b a n j a r b a",0
900,Alawa,alaw1244,-15.5458,134.282,Mangarrayi-Maran,SOUR+SWEET,"a j ɯ̞","n j a r b a n j a r b a",0
2198,"Standard Albanian",alba1267,41.33,19.85,Indo-European,BITTER+SOUR,"h i ð ʊ ɾ","θ a ɾ t ə",0
2199,"Standard Albanian",alba1267,41.33,19.85,Indo-European,BITTER+SWEET,"h i ð ʊ ɾ","ɛ m b ə l",0
2200,"Standard Albanian",alba1267,41.33,19.85,Indo-European,SOUR+SWEET,"θ a ɾ t ə","ɛ m b ə l",0
2313,Aleut,aleu1260,52.12,-174.29,Eskimo-Aleut,BITTER+SOUR,"tʃ i t χ e n y l i x","ŋ a l ɑ χ s i x",0
2314,Aleut,aleu1260,52.12,-174.29,Eskimo-Aleut,BITTER+SWEET,"tʃ i t χ e n y l i x","i d i g a l i x",0
2315,Aleut,aleu1260,52.12,-174.29,Eskimo-Aleut,SOUR+SWEET,"ŋ a l ɑ χ s i x","i d i g a l i x",0
901,Alsea,alse1251,44.408,-123.94,,BITTER+SALTY,"q ɕ iː ʔ q ɕ oː u t","q a ʔ l oː ɕ",0
902,Alsea,alse1251,44.408,-123.94,,BITTER+SOUR,"q ɕ iː ʔ q ɕ oː u t","q ɕ iː ʔ q ɕ oː u t",1
903,Alsea,alse1251,44.408,-123.94,,SALTY+SOUR,"q a ʔ l oː ɕ","q ɕ iː ʔ q ɕ oː u t",0
2687,Alo,aluo1235,25.937203,102.1064952,Sino-Tibetan,BITTER+SALTY,"kʰ ɒ ³³","kʰ ɒ ³³",1
2688,Alo,aluo1235,25.937203,102.1064952,Sino-Tibetan,BITTER+SOUR,"kʰ ɒ ³³","ʈʂ e ³³",0
2689,Alo,aluo1235,25.937203,102.1064952,Sino-Tibetan,BITTER+SWEET,"kʰ ɒ ³³","ʈʂʰ i ³³",0
2690,Alo,aluo1235,25.937203,102.1064952,Sino-Tibetan,SALTY+SOUR,"kʰ ɒ ³³","ʈʂ e ³³",0
2691,Alo,aluo1235,25.937203,102.1064952,Sino-Tibetan,SALTY+SWEET,"kʰ ɒ ³³","ʈʂʰ i ³³",0
2686,Alo,aluo1235,25.937203,102.1064952,Sino-Tibetan,SOUR+SWEET,"ʈʂ e ³³","ʈʂʰ i ³³",0
904,Amarakaeri,amar1274,-12.4931,-70.5533,Harakmbut,BITTER+SALTY,"p a i ʔ n d a","t a ʔ s i j",0
905,Amarakaeri,amar1274,-12.4931,-70.5533,Harakmbut,BITTER+SOUR,"p a i ʔ n d a","p a i ʔ n d a",1
906,Amarakaeri,amar1274,-12.4931,-70.5533,Harakmbut,BITTER+SWEET,"p a i ʔ n d a","s e t",0
907,Amarakaeri,amar1274,-12.4931,-70.5533,Harakmbut,SALTY+SOUR,"t a ʔ s i j","p a i ʔ n d a",0
908,Amarakaeri,amar1274,-12.4931,-70.5533,Harakmbut,SALTY+SWEET,"t a ʔ s i j","s e t",0
909,Amarakaeri,amar1274,-12.4931,-70.5533,Harakmbut,SOUR+SWEET,"p a i ʔ n d a","s e t",0
910,Ambulas,ambu1247,-3.7801,143.059,Ndu,BITTER+SALTY,"ɲ ɨ g i + j a","a p i + k u s",0
911,Ambulas,ambu1247,-3.7801,143.059,Ndu,BITTER+SOUR,"ɲ ɨ g i + j a","k a w u l ɨ k",0
912,Ambulas,ambu1247,-3.7801,143.059,Ndu,BITTER+SWEET,"ɲ ɨ g i + j a","l i s ɨ k",0
913,Ambulas,ambu1247,-3.7801,143.059,Ndu,SALTY+SOUR,"a p i + k u s","k a w u l ɨ k",0
914,Ambulas,ambu1247,-3.7801,143.059,Ndu,SALTY+SWEET,"a p i + k u s","l i s ɨ k",0
915,Ambulas,ambu1247,-3.7801,143.059,Ndu,SOUR+SWEET,"k a w u l ɨ k","l i s ɨ k",0
530,Amonda,amun1246,-9.04023,-62.3064,Tupian,SOUR+SWEET,"a j a h i β","e ʔ ẽ",0
1973,"Angami Kohima",anga1288,25.55,94.1333,Sino-Tibetan,BITTER+SOUR,"k e pf ə","k e k i e",0
1974,"Angami Kohima",anga1288,25.55,94.1333,Sino-Tibetan,BITTER+SWEET,"k e pf ə","k e m o u",0
1975,"Angami Kohima",anga1288,25.55,94.1333,Sino-Tibetan,SOUR+SWEET,"k e k i e","k e m o u",0
190,Tangnian,anya1244,25.58369,107.801479,Tai-Kadai,BITTER+SALTY,"q a m ¹","n a ŋ ¹",0
191,Tangnian,anya1244,25.58369,107.801479,Tai-Kadai,BITTER+SOUR,"q a m ¹","h u m ¹",0
192,Tangnian,anya1244,25.58369,107.801479,Tai-Kadai,BITTER+SWEET,"q a m ¹","l j ə n ¹",0
193,Tangnian,anya1244,25.58369,107.801479,Tai-Kadai,SALTY+SOUR,"n a ŋ ¹","h u m ¹",0
194,Tangnian,anya1244,25.58369,107.801479,Tai-Kadai,SALTY+SWEET,"n a ŋ ¹","l j ə n ¹",0
189,Tangnian,anya1244,25.58369,107.801479,Tai-Kadai,SOUR+SWEET,"h u m ¹","l j ə n ¹",0
1961,"Ao Chungli",aona1235,26.3167,94.5167,Sino-Tibetan,BITTER+SOUR,"t a + k u","t a + s e n",0
1962,"Ao Chungli",aona1235,26.3167,94.5167,Sino-Tibetan,BITTER+SWEET,"t a + k u","t a + n a ŋ",0
1963,"Ao Chungli",aona1235,26.3167,94.5167,Sino-Tibetan,SOUR+SWEET,"t a + s e n","t a + n a ŋ",0
916,Arabela,arab1268,-1.96126,-75.0612,Zaparoan,BITTER+SALTY,"p iː k w i a","ʃ o n i",0
917,Arabela,arab1268,-1.96126,-75.0612,Zaparoan,BITTER+SOUR,"p iː k w i a","j̃ e ɾ eː k a",0
918,Arabela,arab1268,-1.96126,-75.0612,Zaparoan,BITTER+SWEET,"p iː k w i a","ʃ o k w eː k a",0
919,Arabela,arab1268,-1.96126,-75.0612,Zaparoan,SALTY+SOUR,"ʃ o n i","j̃ e ɾ eː k a",0
920,Arabela,arab1268,-1.96126,-75.0612,Zaparoan,SALTY+SWEET,"ʃ o n i","ʃ o k w eː k a",0
921,Arabela,arab1268,-1.96126,-75.0612,Zaparoan,SOUR+SWEET,"j̃ e ɾ eː k a","ʃ o k w eː k a",0
922,Arapaho,arap1274,43.3879,-108.81,Algic,BITTER+SALTY,"s ɛ n ɪː s n ɔː k ʊ tʃ ɔː ʔ","n ɪː tʃ ɔː ʔ ɔ w tʃ ɔː",0
923,Arapaho,arap1274,43.3879,-108.81,Algic,BITTER+SOUR,"s ɛ n ɪː s n ɔː k ʊ tʃ ɔː ʔ","s ɪː s ɪ n tʃ ɔː",0
924,Arapaho,arap1274,43.3879,-108.81,Algic,BITTER+SWEET,"s ɛ n ɪː s n ɔː k ʊ tʃ ɔː ʔ","n ɪ s ɪ s tʃ ɔː",0
925,Arapaho,arap1274,43.3879,-108.81,Algic,SALTY+SOUR,"n ɪː tʃ ɔː ʔ ɔ w tʃ ɔː","s ɪː s ɪ n tʃ ɔː",0
926,Arapaho,arap1274,43.3879,-108.81,Algic,SALTY+SWEET,"n ɪː tʃ ɔː ʔ ɔ w tʃ ɔː","n ɪ s ɪ s tʃ ɔː",0
927,Arapaho,arap1274,43.3879,-108.81,Algic,SOUR+SWEET,"s ɪː s ɪ n tʃ ɔː","n ɪ s ɪ s tʃ ɔː",0
535,"Araweté",araw1273,-4.90246,-52.5001,Tupian,SOUR+SWEET,"h a","h e w u",0
2568,Archi,arch1244,42.0,46.8333,Nakh-Daghestanian,BITTER+SALTY,"tsʼ e kʼ d u t","o r χˤ i l i n n u t",0
2569,Archi,arch1244,42.0,46.8333,Nakh-Daghestanian,BITTER+SOUR,"tsʼ e kʼ d u t","qʼ i tʃʼ i tː u t",0
2570,Archi,arch1244,42.0,46.8333,Nakh-Daghestanian,BITTER+SWEET,"tsʼ e kʼ d u t","iː z u t",0
2566,Archi,arch1244,42.0,46.8333,Nakh-Daghestanian,SALTY+SOUR,"o r χˤ i l i n n u t","qʼ i tʃʼ i tː u t",0
2567,Archi,arch1244,42.0,46.8333,Nakh-Daghestanian,SALTY+SWEET,"o r χˤ i l i n n u t","iː z u t",0
2571,Archi,arch1244,42.0,46.8333,Nakh-Daghestanian,SOUR+SWEET,"qʼ i tʃʼ i tː u t","iː z u t",0
370,"Asho (Kokan Tan)",asho1236,19.85,94.0,Sino-Tibetan,BITTER+SOUR,"kʰ o","tʰ o",0
371,"Asho (Kokan Tan)",asho1236,19.85,94.0,Sino-Tibetan,BITTER+SWEET,"kʰ o","t w i",0
372,"Asho (Kokan Tan)",asho1236,19.85,94.0,Sino-Tibetan,SOUR+SWEET,"tʰ o","t w i",0
928,Atakapa,atak1252,30.9121,-93.0827,,BITTER+SALTY,"a ŋ p a ts","n e",0
929,Atakapa,atak1252,30.9121,-93.0827,,BITTER+SOUR,"a ŋ p a ts","a ŋ p a ts",1
930,Atakapa,atak1252,30.9121,-93.0827,,BITTER+SWEET,"a ŋ p a ts","oː l",0
931,Atakapa,atak1252,30.9121,-93.0827,,SALTY+SOUR,"n e","a ŋ p a ts",0
932,Atakapa,atak1252,30.9121,-93.0827,,SALTY+SWEET,"n e","oː l",0
933,Atakapa,atak1252,30.9121,-93.0827,,SOUR+SWEET,"a ŋ p a ts","oː l",0
2323,Avar,avar1256,41.7,46.56,Nakh-Daghestanian,BITTER+SOUR,"tɬʼ o ʕ a b","tsʼ j e kʼ a b",0
2324,Avar,avar1256,41.7,46.56,Nakh-Daghestanian,BITTER+SWEET,"tɬʼ o ʕ a b","h u i n a b",0
2325,Avar,avar1256,41.7,46.56,Nakh-Daghestanian,SOUR+SWEET,"tsʼ j e kʼ a b","h u i n a b",0
2498,"Yi (Mile)",axiy1235,27.16,105.61,Sino-Tibetan,BITTER+SALTY,"kʰ a ²¹","kʰ a ²¹",1
2499,"Yi (Mile)",axiy1235,27.16,105.61,Sino-Tibetan,BITTER+SOUR,"kʰ a ²¹","tɕ i ³³",0
2500,"Yi (Mile)",axiy1235,27.16,105.61,Sino-Tibetan,BITTER+SWEET,"kʰ a ²¹","ʈʂʰ i ³³",0
2501,"Yi (Mile)",axiy1235,27.16,105.61,Sino-Tibetan,SALTY+SOUR,"kʰ a ²¹","tɕ i ³³",0
2502,"Yi (Mile)",axiy1235,27.16,105.61,Sino-Tibetan,SALTY+SWEET,"kʰ a ²¹","ʈʂʰ i ³³",0
2497,"Yi (Mile)",axiy1235,27.16,105.61,Sino-Tibetan,SOUR+SWEET,"tɕ i ³³","ʈʂʰ i ³³",0
940,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,BITTER+SALTY,"i ɾ i ŋ o i","i ɾ i ŋ o i",1
941,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,BITTER+SOUR,"i ɾ i ŋ o i","tʃ oː ɾ i tʃ u i",0
942,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,BITTER+SWEET,"i ɾ i ŋ o i","u n e ɾ e + tʃ a ɾ o ɾ e + t i",0
943,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,SALTY+SOUR,"i ɾ i ŋ o i","tʃ oː ɾ i tʃ u i",0
944,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,SALTY+SWEET,"i ɾ i ŋ o i","u n e ɾ e + tʃ a ɾ o ɾ e + t i",0
945,Ayoreo,ayor1240,-19.220055,-60.217495,Zamucoan,SOUR+SWEET,"tʃ oː ɾ i tʃ u i","u n e ɾ e + tʃ a ɾ o ɾ e + t i",0
2756,Azha,azha1235,23.54166649,104.1861823,Sino-Tibetan,BITTER+SALTY,"kʰ ɔ ²²","kʰ ɔ ²²",1
2757,Azha,azha1235,23.54166649,104.1861823,Sino-Tibetan,BITTER+SOUR,"kʰ ɔ ²²","tɕ i ⁴⁴",0
2758,Azha,azha1235,23.54166649,104.1861823,Sino-Tibetan,BITTER+SWEET,"kʰ ɔ ²²","tɕʰ y ²¹",0
2759,Azha,azha1235,23.54166649,104.1861823,Sino-Tibetan,SALTY+SOUR,"kʰ ɔ ²²","tɕ i ⁴⁴",0
2760,Azha,azha1235,23.54166649,104.1861823,Sino-Tibetan,SALTY+SWEET,"kʰ ɔ ²²","tɕʰ y ²¹",0
2755,Azha,azha1235,23.54166649,104.1861823,Sino-Tibetan,SOUR+SWEET,"tɕ i ⁴⁴","tɕʰ y ²¹",0
2747,Azhe,azhe1235,24.32964102,103.119097,Sino-Tibetan,BITTER+SOUR,"kʰ o ²¹","tɕ ɪ ³³",0
2748,Azhe,azhe1235,24.32964102,103.119097,Sino-Tibetan,BITTER+SWEET,"kʰ o ²¹","ʈʂʰ u ²²",0
2746,Azhe,azhe1235,24.32964102,103.119097,Sino-Tibetan,SOUR+SWEET,"tɕ ɪ ³³","ʈʂʰ u ²²",0
1748,Bacama,baca1246,9.53072,12.0416,Afro-Asiatic,BITTER+SOUR,"k w a t ɪ j k w a t ɪ j","g ɓ a j ɪ j g ɓ a n j ɪ j",0
1749,Bacama,baca1246,9.53072,12.0416,Afro-Asiatic,BITTER+SWEET,"k w a t ɪ j k w a t ɪ j","p u l p u l",0
1747,Bacama,baca1246,9.53072,12.0416,Afro-Asiatic,SOUR+SWEET,"g ɓ a j ɪ j g ɓ a n j ɪ j","p u l p u l",0
1751,Bade,bade1248,12.789,10.6557,Afro-Asiatic,BITTER+SOUR,"lˠ ə r a","c a p c a p a",0
1752,Bade,bade1248,12.789,10.6557,Afro-Asiatic,BITTER+SWEET,"lˠ ə r a","d a b d a ɓ a",0
1750,Bade,bade1248,12.789,10.6557,Afro-Asiatic,SOUR+SWEET,"c a p c a p a","d a b d a ɓ a",0
2441,BahnarPleiku,bahn1262,14.0476,108.471,Austroasiatic,BITTER+SOUR,"t a ŋ","ʔ ɲ u ʔ",0
2442,BahnarPleiku,bahn1262,14.0476,108.471,Austroasiatic,BITTER+SWEET,"t a ŋ","ʔ ŋ aː m",0
2443,BahnarPleiku,bahn1262,14.0476,108.471,Austroasiatic,BITTER+SOUR,"h aː r","ʔ ɲ u ʔ",0
2444,BahnarPleiku,bahn1262,14.0476,108.471,Austroasiatic,BITTER+SWEET,"h aː r","ʔ ŋ aː m",0
2445,BahnarPleiku,bahn1262,14.0476,108.471,Austroasiatic,SOUR+SWEET,"ʔ ɲ u ʔ","ʔ ŋ aː m",0
946,Bambassi,bamb1262,9.82554,34.6522,"Blue Nile Mao",BITTER+SALTY,"k aː kʼ a","b e tʼ",0
947,Bambassi,bamb1262,9.82554,34.6522,"Blue Nile Mao",BITTER+SOUR,"k aː kʼ a","tsʼ oː kʼ a",0
948,Bambassi,bamb1262,9.82554,34.6522,"Blue Nile Mao",BITTER+SWEET,"k aː kʼ a","m a ŋ kʼ",0
949,Bambassi,bamb1262,9.82554,34.6522,"Blue Nile Mao",SALTY+SOUR,"b e tʼ","tsʼ oː kʼ a",0
950,Bambassi,bamb1262,9.82554,34.6522,"Blue Nile Mao",SALTY+SWEET,"b e tʼ","m a ŋ kʼ",0
951,Bambassi,bamb1262,9.82554,34.6522,"Blue Nile Mao",SOUR+SWEET,"tsʼ oː kʼ a","m a ŋ kʼ",0
952,Bamu,bamu1257,-7.93818,143.545,Kiwaian,BITTER+SALTY,"k ɑ ɾ ɑ k ɑ ɾ ɑ","d ɑ m e n ɑ",0
953,Bamu,bamu1257,-7.93818,143.545,Kiwaian,BITTER+SWEET,"k ɑ ɾ ɑ k ɑ ɾ ɑ","m i p o",0
954,Bamu,bamu1257,-7.93818,143.545,Kiwaian,SALTY+SWEET,"d ɑ m e n ɑ","m i p o",0
1793,"Fali Gili",bana1305,10.3535,13.6131,Afro-Asiatic,BITTER+SOUR,"ʔ j a x w a k e","n d a l a k o",0
1794,"Fali Gili",bana1305,10.3535,13.6131,Afro-Asiatic,BITTER+SWEET,"ʔ j a x w a k e","n ʒ ɨ m ʒ ɨ m",0
1792,"Fali Gili",bana1305,10.3535,13.6131,Afro-Asiatic,SOUR+SWEET,"n d a l a k o","n ʒ ɨ m ʒ ɨ m",0
832,Bangime,bang1363,14.8,-3.76,,BITTER+SWEET,"d ɛː r u","d e j",0
833,"Bankan Tey Dogon",bank1259,15.06,-2.92,Dogon,BITTER+SALTY,"g a r u m","n ɛ m",0
834,"Bankan Tey Dogon",bank1259,15.06,-2.92,Dogon,BITTER+SOUR,"g a r u m","p a r u m",0
835,"Bankan Tey Dogon",bank1259,15.06,-2.92,Dogon,BITTER+SWEET,"g a r u m","ɛ r u m",0
836,"Bankan Tey Dogon",bank1259,15.06,-2.92,Dogon,SALTY+SOUR,"n ɛ m","p a r u m",0
837,"Bankan Tey Dogon",bank1259,15.06,-2.92,Dogon,SALTY+SWEET,"n ɛ m","ɛ r u m",0
838,"Bankan Tey Dogon",bank1259,15.06,-2.92,Dogon,SOUR+SWEET,"p a r u m","ɛ r u m",0
955,Baruya,baru1267,-6.89261,145.818,Angan,BITTER+SOUR,"k a j aː k u ɽ j a","j ə ɽ ə k a",0
956,Baruya,baru1267,-6.89261,145.818,Angan,BITTER+SWEET,"k a j aː k u ɽ j a","w a m b u ɽ j a",0
957,Baruya,baru1267,-6.89261,145.818,Angan,SOUR+SWEET,"j ə ɽ ə k a","w a m b u ɽ j a",0
2257,Bashkir,bash1264,53.6,56.56,Turkic,BITTER+SOUR,"æ s e","æ s e",1
2258,Bashkir,bash1264,53.6,56.56,Turkic,BITTER+SWEET,"æ s e","t j a m l e",0
2259,Bashkir,bash1264,53.6,56.56,Turkic,BITTER+SWEET,"æ s e","t æ m t o m",0
2260,Bashkir,bash1264,53.6,56.56,Turkic,SOUR+SWEET,"æ s e","t j a m l e",0
2261,Bashkir,bash1264,53.6,56.56,Turkic,SOUR+SWEET,"æ s e","t æ m t o m",0
958,Basque,basq1248,43.28,-1.32,,BITTER+SOUR,"k a ɾ m i n","m i n g o tɕ",0
959,Basque,basq1248,43.28,-1.32,,BITTER+SWEET,"k a ɾ m i n","g o ʃ o",0
960,Basque,basq1248,43.28,-1.32,,BITTER+SOUR,"g a r a ts","m i n g o tɕ",0
961,Basque,basq1248,43.28,-1.32,,BITTER+SWEET,"g a r a ts","g o ʃ o",0
962,Basque,basq1248,43.28,-1.32,,SOUR+SWEET,"m i n g o tɕ","g o ʃ o",0
1890,Mwulyen,bata1314,9.68091,12.677,Afro-Asiatic,BITTER+SOUR,"k w a t ə t ə t","ɓ a ŋ r a n",0
1891,Mwulyen,bata1314,9.68091,12.677,Afro-Asiatic,BITTER+SWEET,"k w a t ə t ə t","m b ɪ l m b ɪ l",0
1889,Mwulyen,bata1314,9.68091,12.677,Afro-Asiatic,SOUR+SWEET,"ɓ a ŋ r a n","m b ɪ l m b ɪ l",0
2216,Belarusian,bela1254,53.23,25.6,Indo-European,BITTER+SOUR,"ɣ ɔ r k i","k i s l ɨ",0
2217,Belarusian,bela1254,53.23,25.6,Indo-European,BITTER+SWEET,"ɣ ɔ r k i","s a l ɔ d k i",0
2218,Belarusian,bela1254,53.23,25.6,Indo-European,SOUR+SWEET,"k i s l ɨ","s a l ɔ d k i",0
2173,Bengali,beng1280,24.0,90.0,Indo-European,BITTER+SOUR,"t̪ i k t̪ o","ʈ ɔ k",0
2174,Bengali,beng1280,24.0,90.0,Indo-European,BITTER+SWEET,"t̪ i k t̪ o","m i ʃ ʈ o",0
2175,Bengali,beng1280,24.0,90.0,Indo-European,SOUR+SWEET,"ʈ ɔ k","m i ʃ ʈ o",0
839,Ben_Tey,bent1238,14.85,-2.95,Dogon,BITTER+SWEET,"g a r i + m","ɛ r i + m",0
963,Berik,beri1254,-2.26904,138.866,Tor-Orya,BITTER+SALTY,"s i r a","f i n i b e r e",0
964,Berik,beri1254,-2.26904,138.866,Tor-Orya,BITTER+SOUR,"s i r a","s i r a",1
965,Berik,beri1254,-2.26904,138.866,Tor-Orya,BITTER+SWEET,"s i r a","a b a b a l a",0
966,Berik,beri1254,-2.26904,138.866,Tor-Orya,SALTY+SOUR,"f i n i b e r e","s i r a",0
967,Berik,beri1254,-2.26904,138.866,Tor-Orya,SALTY+SWEET,"f i n i b e r e","a b a b a l a",0
968,Berik,beri1254,-2.26904,138.866,Tor-Orya,SOUR+SWEET,"s i r a","a b a b a l a",0
969,Berta,bert1248,10.6474,34.7042,,BITTER+SALTY,"kʼ a sʼ i","kʼ o r i",0
970,Berta,bert1248,10.6474,34.7042,,BITTER+SOUR,"kʼ a sʼ i","sʼ u θ i",0
971,Berta,bert1248,10.6474,34.7042,,BITTER+SWEET,"kʼ a sʼ i","sʼ a b i",0
