ID,LanguageName,Language,Latitude,Longitude,Family,Parameter,Segments,SegmentsB,Value
1630,Uncunwee,ghul1238,11.6432,29.8122,Nubian,SALTY+SWEET,"ʃ ɛ l e","i ŋ i",0
1631,Uncunwee,ghul1238,11.6432,29.8122,Nubian,SOUR+SWEET,"ŋ a j","i ŋ i",0
1373,Nivkh,gily1242,52.59,140.68,Nivkh,BITTER+SOUR,"v æ q l æ","v æ q l æ",1
1374,Nivkh,gily1242,52.59,140.68,Nivkh,BITTER+SWEET,"v æ q l æ","n ɪ e n i l æ",0
1375,Nivkh,gily1242,52.59,140.68,Nivkh,SOUR+SWEET,"v æ q l æ","n ɪ e n i l æ",0
1828,"Gələvda",glav1244,11.1334,13.8652,Afro-Asiatic,BITTER+SOUR,"ɗ j e x ɗ j e x a","k w a r e k ʊ r e k a",0
1829,"Gələvda",glav1244,11.1334,13.8652,Afro-Asiatic,BITTER+SWEET,"ɗ j e x ɗ j e x a","m a c ɪ ɗ a c ɪ ɗ a",0
1830,"Gələvda",glav1244,11.1334,13.8652,Afro-Asiatic,BITTER+SWEET,"ɗ j e x ɗ j e x a","ŋ ʊ n ŋ ʊ n a",0
1826,"Gələvda",glav1244,11.1334,13.8652,Afro-Asiatic,SOUR+SWEET,"k w a r e k ʊ r e k a","m a c ɪ ɗ a c ɪ ɗ a",0
1827,"Gələvda",glav1244,11.1334,13.8652,Afro-Asiatic,SOUR+SWEET,"k w a r e k ʊ r e k a","ŋ ʊ n ŋ ʊ n a",0
1745,Ankwe,goem1240,8.74455,9.72453,Afro-Asiatic,BITTER+SOUR,"ɗ e t","ɗ u w o ŋ",0
1746,Ankwe,goem1240,8.74455,9.72453,Afro-Asiatic,BITTER+SWEET,"ɗ e t","r ɔ k",0
1744,Ankwe,goem1240,8.74455,9.72453,Afro-Asiatic,SOUR+SWEET,"ɗ u w o ŋ","r ɔ k",0
1075,"Grass Koiari",gras1249,-9.51218,147.437,Koiarian,BITTER+SALTY,"n i u m u k a","e β e",0
1076,"Grass Koiari",gras1249,-9.51218,147.437,Koiarian,BITTER+SOUR,"n i u m u k a","n i u m u k a",1
1077,"Grass Koiari",gras1249,-9.51218,147.437,Koiarian,BITTER+SWEET,"n i u m u k a","β e i k a",0
1078,"Grass Koiari",gras1249,-9.51218,147.437,Koiarian,SALTY+SOUR,"e β e","n i u m u k a",0
1079,"Grass Koiari",gras1249,-9.51218,147.437,Koiarian,SALTY+SWEET,"e β e","β e i k a",0
1080,"Grass Koiari",gras1249,-9.51218,147.437,Koiarian,SOUR+SWEET,"n i u m u k a","β e i k a",0
529,Guajajara,guaj1255,-4.69461,-45.7081,Tupian,SOUR+SWEET,"a z a h ɨ","h e t e",0
536,"Guajá",guaj1256,-3.93574,-46.3683,Tupian,SOUR+SWEET,"a j a h ɨ","h ẽ ʔ ẽ",0
1802,"Fali Mucella",gude1246,10.2138,13.403,Afro-Asiatic,BITTER+SOUR,"ŋ g u r̃ k j ɛ k i","w u r a n d ə ŋ d ə ŋ",0
1803,"Fali Mucella",gude1246,10.2138,13.403,Afro-Asiatic,BITTER+SWEET,"ŋ g u r̃ k j ɛ k i","ɣ u n ɨ ɣ u n",0
1801,"Fali Mucella",gude1246,10.2138,13.403,Afro-Asiatic,SOUR+SWEET,"w u r a n d ə ŋ d ə ŋ","ɣ u n ɨ ɣ u n",0
1824,Gudu,gudu1250,10.1206,12.5359,Afro-Asiatic,BITTER+SOUR,"k w a t a t aː","tʃ o h o",0
1825,Gudu,gudu1250,10.1206,12.5359,Afro-Asiatic,BITTER+SWEET,"k w a t a t aː","h ɛ n h ɛ n",0
1823,Gudu,gudu1250,10.1206,12.5359,Afro-Asiatic,SOUR+SWEET,"tʃ o h o","h ɛ n h ɛ n",0
1813,Gava,gudu1252,11.1057,13.7893,Afro-Asiatic,BITTER+SOUR,"ɗ j e x ɗ j e x a","k w e r̃ i k u r̃ e k a",0
1814,Gava,gudu1252,11.1057,13.7893,Afro-Asiatic,BITTER+SWEET,"ɗ j e x ɗ j e x a","t ɨ ɗ i m u m a",0
1815,Gava,gudu1252,11.1057,13.7893,Afro-Asiatic,BITTER+SWEET,"ɗ j e x ɗ j e x a","ɣ u n j ə ɣ u n j a",0
1816,Gava,gudu1252,11.1057,13.7893,Afro-Asiatic,BITTER+SWEET,"ɗ j e x ɗ j e x a","ɣ ə ɗ j ɣ ə ɗ j a",0
1810,Gava,gudu1252,11.1057,13.7893,Afro-Asiatic,SOUR+SWEET,"k w e r̃ i k u r̃ e k a","t ɨ ɗ i m u m a",0
1811,Gava,gudu1252,11.1057,13.7893,Afro-Asiatic,SOUR+SWEET,"k w e r̃ i k u r̃ e k a","ɣ u n j ə ɣ u n j a",0
1812,Gava,gudu1252,11.1057,13.7893,Afro-Asiatic,SOUR+SWEET,"k w e r̃ i k u r̃ e k a","ɣ ə ɗ j ɣ ə ɗ j a",0
1087,Guhu-Samane,guhu1244,-7.99922,147.228,"Nuclear Trans New Guinea",BITTER+SALTY,"m a ɽ i","tʰ o m u",0
1088,Guhu-Samane,guhu1244,-7.99922,147.228,"Nuclear Trans New Guinea",BITTER+SOUR,"m a ɽ i","tʰ o g o",0
1089,Guhu-Samane,guhu1244,-7.99922,147.228,"Nuclear Trans New Guinea",BITTER+SWEET,"m a ɽ i","m e k e",0
1090,Guhu-Samane,guhu1244,-7.99922,147.228,"Nuclear Trans New Guinea",SALTY+SOUR,"tʰ o m u","tʰ o g o",0
1091,Guhu-Samane,guhu1244,-7.99922,147.228,"Nuclear Trans New Guinea",SALTY+SWEET,"tʰ o m u","m e k e",0
1092,Guhu-Samane,guhu1244,-7.99922,147.228,"Nuclear Trans New Guinea",SOUR+SWEET,"tʰ o g o","m e k e",0
856,Guiyang,guiy1235,26.71691,106.638336,Hmong-Mien,SALTY+SOUR,"ɕ j a n ²¹","s w a n ⁵⁵",0
857,Guiyang,guiy1235,26.71691,106.638336,Hmong-Mien,SALTY+SWEET,"ɕ j a n ²¹","tʰ j a n ²¹",0
855,Guiyang,guiy1235,26.71691,106.638336,Hmong-Mien,SOUR+SWEET,"s w a n ⁵⁵","tʰ j a n ²¹",0
1093,Gumuz,gumu1244,11.05,35.93,Gumuz,SALTY+SWEET,"s a ŋ a","m a n",0
165,Gurindji,guri1247,-17.6667,130.667,Pama-Nyungan,BITTER+SALTY,"j a l i ŋ k i","w iː ŋ k i",0
166,Gurindji,guri1247,-17.6667,130.667,Pama-Nyungan,BITTER+SOUR,"j a l i ŋ k i","j a l i ŋ k i",1
167,Gurindji,guri1247,-17.6667,130.667,Pama-Nyungan,BITTER+SWEET,"j a l i ŋ k i","k u ɲ j a",0
163,Gurindji,guri1247,-17.6667,130.667,Pama-Nyungan,SALTY+SOUR,"w iː ŋ k i","j a l i ŋ k i",0
164,Gurindji,guri1247,-17.6667,130.667,Pama-Nyungan,SALTY+SWEET,"w iː ŋ k i","k u ɲ j a",0
168,Gurindji,guri1247,-17.6667,130.667,Pama-Nyungan,SOUR+SWEET,"j a l i ŋ k i","k u ɲ j a",0
582,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SALTY,"k ãː b aː q","tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː",0
583,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SALTY,"k ãː b aː q","tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː",0
584,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SOUR,"k ãː b aː q","k j ũ + b aː q",0
585,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SOUR,"k ãː b aː q","k j ũ + b aː q",0
586,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SWEET,"k ãː b aː q","k i q g i b aː q",0
587,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SWEET,"k ãː b aː q","k i q g i b aː q",0
594,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SALTY,"k ãː b aː q","tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː",0
595,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SALTY,"k ãː b aː q","tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː",0
596,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SOUR,"k ãː b aː q","k j ũ + b aː q",0
597,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SOUR,"k ãː b aː q","k j ũ + b aː q",0
598,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SWEET,"k ãː b aː q","k i q g i b aː q",0
599,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,BITTER+SWEET,"k ãː b aː q","k i q g i b aː q",0
588,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SALTY+SOUR,"tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː","k j ũ + b aː q",0
589,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SALTY+SOUR,"tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː","k j ũ + b aː q",0
590,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SALTY+SWEET,"tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː","k i q g i b aː q",0
591,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SALTY+SWEET,"tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː","k i q g i b aː q",0
600,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SALTY+SOUR,"tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː","k j ũ + b aː q",0
601,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SALTY+SOUR,"tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː","k j ũ + b aː q",0
602,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SALTY+SWEET,"tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː","k i q g i b aː q",0
603,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SALTY+SWEET,"tʃ aː dʒ + m l ẽ q m l ẽ + ŋ ã̤ː b aː","k i q g i b aː q",0
580,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SOUR+SWEET,"k j ũ + b aː q","k i q g i b aː q",0
581,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SOUR+SWEET,"k j ũ + b aː q","k i q g i b aː q",0
592,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SOUR+SWEET,"k j ũ + b aː q","k i q g i b aː q",0
593,Gurung,guru1261,27.41687,86.28988,Sino-Tibetan,SOUR+SWEET,"k j ũ + b aː q","k i q g i b aː q",0
1097,Hadza,hadz1240,-3.83115,35.0458,,BITTER+SOUR,"ⁿǀ u ʔ a n̪ i","ⁿǀ u ʔ a n̪ i",1
2482,Halang,hala1252,14.7862,107.457,Austroasiatic,BITTER+SOUR,"ʔ ɲ a ŋ","ɟ ṳ ə ʔ",0
2483,Halang,hala1252,14.7862,107.457,Austroasiatic,BITTER+SWEET,"ʔ ɲ a ŋ","ʔ ŋ aː m",0
2484,Halang,hala1252,14.7862,107.457,Austroasiatic,SOUR+SWEET,"ɟ ṳ ə ʔ","ʔ ŋ aː m",0
1300,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,BITTER+SOUR,"ɢ a ʃ ʊ ŋ","e s g e ɮ e ŋ",0
1301,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,BITTER+SWEET,"ɢ a ʃ ʊ ŋ","a m tʰ tʰ a i",0
1302,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,BITTER+SWEET,"ɢ a ʃ ʊ ŋ","tʃʲʰ i x e r ɮ e g",0
1303,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,SOUR+SWEET,"e s g e ɮ e ŋ","a m tʰ tʰ a i",0
1304,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,SOUR+SWEET,"e s g e ɮ e ŋ","tʃʲʰ i x e r ɮ e g",0
1104,Halkomelem,halk1245,49.250402,-122.443668,Salishan,BITTER+SALTY,"tʰ i tʰ e x e m","t ɬʼ æ t ɬʼ e ɬ e m",0
1105,Halkomelem,halk1245,49.250402,-122.443668,Salishan,BITTER+SOUR,"tʰ i tʰ e x e m","tʼ æ tʼ e t θʼ e m",0
1106,Halkomelem,halk1245,49.250402,-122.443668,Salishan,BITTER+SWEET,"tʰ i tʰ e x e m","qʼ æ qʼ e tʼ e m",0
1107,Halkomelem,halk1245,49.250402,-122.443668,Salishan,SALTY+SOUR,"t ɬʼ æ t ɬʼ e ɬ e m","tʼ æ tʼ e t θʼ e m",0
1108,Halkomelem,halk1245,49.250402,-122.443668,Salishan,SALTY+SWEET,"t ɬʼ æ t ɬʼ e ɬ e m","qʼ æ qʼ e tʼ e m",0
1109,Halkomelem,halk1245,49.250402,-122.443668,Salishan,SOUR+SWEET,"tʼ æ tʼ e t θʼ e m","qʼ æ qʼ e tʼ e m",0
859,Hangzhou,hang1257,30.261316,120.0318057,Sino-Tibetan,SALTY+SOUR,"ɦ j ẽ̞ ²¹³","s ɥ õ ³³",0
860,Hangzhou,hang1257,30.261316,120.0318057,Sino-Tibetan,SALTY+SWEET,"ɦ j ẽ̞ ²¹³","d j ẽ̞ ²¹³",0
858,Hangzhou,hang1257,30.261316,120.0318057,Sino-Tibetan,SOUR+SWEET,"s ɥ õ ³³","d j ẽ̞ ²¹³",0
2642,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,BITTER+SALTY,"x a ⁵³","x a ⁵³",1
2643,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,BITTER+SOUR,"x a ⁵³","tɕʰ ɛ ³⁴",0
2644,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,BITTER+SWEET,"x a ⁵³","tɕʰ ø ³⁴",0
2645,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,SALTY+SOUR,"x a ⁵³","tɕʰ ɛ ³⁴",0
2646,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,SALTY+SWEET,"x a ⁵³","tɕʰ ø ³⁴",0
2641,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,SOUR+SWEET,"tɕʰ ɛ ³⁴","tɕʰ ø ³⁴",0
1110,Hatam,hata1243,-1.13531,134.037,Hatam-Mansim,BITTER+SALTY,"m p ɔ","m i n c ɛ u",0
1837,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER+SALTY,"m a i + ɗ aː tʃ iː","m a i + g i ʃ i r iː",0
1838,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER+SALTY,"m a i + ɗ aː tʃ iː","m a i + z a r sʼ iː",0
1839,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER+SOUR,"m a i + ɗ aː tʃ iː","m a i + sʼ aː m iː",0
1840,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER+SWEET,"m a i + ɗ aː tʃ iː","m a i + d aː ɗ iː",0
1841,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER+SWEET,"m a i + ɗ aː tʃ iː","m a i + z aː kʼ iː",0
1831,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY+SOUR,"m a i + g i ʃ i r iː","m a i + sʼ aː m iː",0
1832,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY+SWEET,"m a i + g i ʃ i r iː","m a i + d aː ɗ iː",0
1833,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY+SWEET,"m a i + g i ʃ i r iː","m a i + z aː kʼ iː",0
1834,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY+SOUR,"m a i + z a r sʼ iː","m a i + sʼ aː m iː",0
1835,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY+SWEET,"m a i + z a r sʼ iː","m a i + d aː ɗ iː",0
1836,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY+SWEET,"m a i + z a r sʼ iː","m a i + z aː kʼ iː",0
1842,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SOUR+SWEET,"m a i + sʼ aː m iː","m a i + d aː ɗ iː",0
1843,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SOUR+SWEET,"m a i + sʼ aː m iː","m a i + z aː kʼ iː",0
67,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,BITTER+SALTY,"a w a a w a","l i u",0
68,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,BITTER+SOUR,"a w a a w a","a w a a w a",1
69,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,BITTER+SWEET,"a w a a w a","m o m o n a",0
65,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,SALTY+SOUR,"l i u","a w a a w a",0
66,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,SALTY+SWEET,"l i u","m o m o n a",0
70,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,SOUR+SWEET,"a w a a w a","m o m o n a",0
2346,"Modern Hebrew",hebr1245,31.11,35.02,Afro-Asiatic,BITTER+SOUR,"m a ʁ","χ a m u ts",0
2347,"Modern Hebrew",hebr1245,31.11,35.02,Afro-Asiatic,BITTER+SWEET,"m a ʁ","m a t o k",0
2348,"Modern Hebrew",hebr1245,31.11,35.02,Afro-Asiatic,SOUR+SWEET,"χ a m u ts","m a t o k",0
84,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,BITTER+SALTY,"kʰ u ³³","tsʰ ou ³¹",0
85,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,BITTER+SOUR,"kʰ u ³³","sʰ w ã ⁵⁵",0
86,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,BITTER+SWEET,"kʰ u ³³","k ã ⁵⁵ + v ɤ ³³",0
87,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,SALTY+SOUR,"tsʰ ou ³¹","sʰ w ã ⁵⁵",0
88,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,SALTY+SWEET,"tsʰ ou ³¹","k ã ⁵⁵ + v ɤ ³³",0
83,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,SOUR+SWEET,"sʰ w ã ⁵⁵","k ã ⁵⁵ + v ɤ ³³",0
1111,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,BITTER+SALTY,"a gː u a","ɬ o w ʔ e",0
1112,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,BITTER+SOUR,"a gː u a","a g u ʃ a k",0
1113,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,BITTER+SWEET,"a gː u a","a n̪ i ʔ i",0
1114,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,SALTY+SOUR,"ɬ o w ʔ e","a g u ʃ a k",0
1115,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,SALTY+SWEET,"ɬ o w ʔ e","a n̪ i ʔ i",0
1116,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,SOUR+SWEET,"a g u ʃ a k","a n̪ i ʔ i",0
2176,Hindi,hind1269,27.2,78.0,Indo-European,BITTER+SOUR,"k ə ʈ ʊ","kʰ ə ʈː aː",0
2177,Hindi,hind1269,27.2,78.0,Indo-European,BITTER+SWEET,"k ə ʈ ʊ","m iː ʈʰ aː",0
2178,Hindi,hind1269,27.2,78.0,Indo-European,BITTER+SOUR,"k ə ɽ ə w aː","kʰ ə ʈː aː",0
2179,Hindi,hind1269,27.2,78.0,Indo-European,BITTER+SWEET,"k ə ɽ ə w aː","m iː ʈʰ aː",0
2180,Hindi,hind1269,27.2,78.0,Indo-European,SOUR+SWEET,"kʰ ə ʈː aː","m iː ʈʰ aː",0
2786,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,BITTER+SALTY,"kʰ a ⁵⁵","kʰ a ⁵⁵",1
2787,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,BITTER+SOUR,"kʰ a ⁵⁵","ts ɿ ³³",0
2788,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,BITTER+SWEET,"kʰ a ⁵⁵","tsʰ ɯ ²¹",0
2789,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,SALTY+SOUR,"kʰ a ⁵⁵","ts ɿ ³³",0
2790,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,SALTY+SWEET,"kʰ a ⁵⁵","tsʰ ɯ ²¹",0
2785,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,SOUR+SWEET,"ts ɿ ³³","tsʰ ɯ ²¹",0
1654,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,BITTER+SALTY,"j a ⁵⁵","d aɯ ³³",0
1655,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,BITTER+SOUR,"j a ⁵⁵","q au ⁵⁵",0
1656,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,BITTER+SWEET,"j a ⁵⁵","q a ⁵⁵",0
1652,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,SALTY+SOUR,"d aɯ ³³","q au ⁵⁵",0
1653,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,SALTY+SWEET,"d aɯ ³³","q a ⁵⁵",0
1657,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,SOUR+SWEET,"q au ⁵⁵","q a ⁵⁵",0
2648,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,BITTER+SALTY,"x ɔ ³¹","x ɔ ³¹",1
2649,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,BITTER+SOUR,"x ɔ ³¹","tʃʰ ɛ ⁵⁵",0
2650,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,BITTER+SWEET,"x ɔ ³¹","tʃʰ ɿ ⁵⁵",0
2651,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,SALTY+SOUR,"x ɔ ³¹","tʃʰ ɛ ⁵⁵",0
2652,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,SALTY+SWEET,"x ɔ ³¹","tʃʰ ɿ ⁵⁵",0
2647,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,SOUR+SWEET,"tʃʰ ɛ ⁵⁵","tʃʰ ɿ ⁵⁵",0
1950,Phon,hpon1238,25.3248194,97.3544031,Sino-Tibetan,BITTER+SOUR,"kʰ a ³¹","ʃ ei ⁵⁵",0
1951,Phon,hpon1238,25.3248194,97.3544031,Sino-Tibetan,BITTER+SWEET,"kʰ a ³¹","ʃ w a ⁵⁵",0
1949,Phon,hpon1238,25.3248194,97.3544031,Sino-Tibetan,SOUR+SWEET,"ʃ ei ⁵⁵","ʃ w a ⁵⁵",0
45,"Hruso Aka Jamiri",hrus1242,27.184929,92.599114,,BITTER+SOUR,"k a m ʃ o","k ʃ o",0
46,"Hruso Aka Jamiri",hrus1242,27.184929,92.599114,,BITTER+SWEET,"k a m ʃ o","d ʃ ə̆ m tʃ u",0
44,"Hruso Aka Jamiri",hrus1242,27.184929,92.599114,,SOUR+SWEET,"k ʃ o","d ʃ ə̆ m tʃ u",0
1539,Taa,huaa1248,-24.20022,20.79583,Tuu,BITTER+SALTY,"gǀ a m","q a ʔ u",0
1540,Taa,huaa1248,-24.20022,20.79583,Tuu,BITTER+SOUR,"gǀ a m","q a ʔ u",0
1541,Taa,huaa1248,-24.20022,20.79583,Tuu,BITTER+SWEET,"gǀ a m","ǀ o̤ ʔ õ",0
1542,Taa,huaa1248,-24.20022,20.79583,Tuu,SALTY+SOUR,"q a ʔ u","q a ʔ u",1
1543,Taa,huaa1248,-24.20022,20.79583,Tuu,SALTY+SWEET,"q a ʔ u","ǀ o̤ ʔ õ",0
1544,Taa,huaa1248,-24.20022,20.79583,Tuu,SOUR+SWEET,"q a ʔ u","ǀ o̤ ʔ õ",0
1869,Kilba,huba1236,10.3544,13.139,Afro-Asiatic,BITTER+SOUR,"d u w a t u","m w ɔ m w ɔ l u",0
1870,Kilba,huba1236,10.3544,13.139,Afro-Asiatic,BITTER+SWEET,"d u w a t u","n y n ə m u",0
1868,Kilba,huba1236,10.3544,13.139,Afro-Asiatic,SOUR+SWEET,"m w ɔ m w ɔ l u","n y n ə m u",0
2735,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,BITTER+SALTY,"kʰ ɯ ³³","kʰ ɯ ³³",1
2736,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,BITTER+SOUR,"kʰ ɯ ³³","tɕ ɪ ³³",0
2737,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,BITTER+SWEET,"kʰ ɯ ³³","tɕʰ u ³³",0
2738,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,SALTY+SOUR,"kʰ ɯ ³³","tɕ ɪ ³³",0
2739,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,SALTY+SWEET,"kʰ ɯ ³³","tɕʰ u ³³",0
2734,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,SOUR+SWEET,"tɕ ɪ ³³","tɕʰ u ³³",0
854,Songhai_Senni,humb1243,15.28,-1.7,Songhay,BITTER+SWEET,"h o tː o","k aː n + i",0
2136,Hungarian,hung1274,46.91,19.66,Uralic,BITTER+SOUR,"k ɛ ʃ ɛ r yː","ʃ ɒ v ɒ ɲ uː",0
2137,Hungarian,hung1274,46.91,19.66,Uralic,BITTER+SWEET,"k ɛ ʃ ɛ r yː","eː d ɛ ʃ",0
2138,Hungarian,hung1274,46.91,19.66,Uralic,SOUR+SWEET,"ʃ ɒ v ɒ ɲ uː","eː d ɛ ʃ",0
231,Hup,hupd1244,0.166667,-69.25,Naduhup,BITTER+SALTY,"ɟʼ a","bʼ o h + n i",0
232,Hup,hupd1244,0.166667,-69.25,Naduhup,BITTER+SOUR,"ɟʼ a","gʼ i",0
233,Hup,hupd1244,0.166667,-69.25,Naduhup,BITTER+SWEET,"ɟʼ a","gʼ ə h",0
229,Hup,hupd1244,0.166667,-69.25,Naduhup,SALTY+SOUR,"bʼ o h + n i","gʼ i",0
230,Hup,hupd1244,0.166667,-69.25,Naduhup,SALTY+SWEET,"bʼ o h + n i","gʼ ə h",0
234,Hup,hupd1244,0.166667,-69.25,Naduhup,SOUR+SWEET,"gʼ i","gʼ ə h",0
1857,Hwona,hwan1240,10.3633,12.7683,Afro-Asiatic,BITTER+SOUR,"ʔ i ʔ j u x","c i c a x",0
1858,Hwona,hwan1240,10.3633,12.7683,Afro-Asiatic,BITTER+SWEET,"ʔ i ʔ j u x","ɗ i ɗ ɛ m",0
1856,Hwona,hwan1240,10.3633,12.7683,Afro-Asiatic,SOUR+SWEET,"c i c a x","ɗ i ɗ ɛ m",0
1848,"Higi Ghye",hyaa1239,10.4814,13.526,Afro-Asiatic,BITTER+SOUR,"ɠ j ɛ w a w a g ə j","w k j ɛ r a r a g ə j",0
1849,"Higi Ghye",hyaa1239,10.4814,13.526,Afro-Asiatic,BITTER+SWEET,"ɠ j ɛ w a w a g ə j","g u s u r ə g ə j",0
1847,"Higi Ghye",hyaa1239,10.4814,13.526,Afro-Asiatic,SOUR+SWEET,"w k j ɛ r a r a g ə j","g u s u r ə g ə j",0
2229,Icelandic,icel1247,63.48,-19.02,Indo-European,BITTER+SOUR,"p ɛ i s k ʏ r̥","s u r̥",0
